GeneSymbol,GeneID,Average_Zscore,HGNC Symbol
LOC375035,375035,1.110175408422614,SFT2D2
LOC388394,388394,1.9935791035482064,RPRML
LOC388403,388403,1.3248203995936931,YPEL2
LOC388581,388581,1.7825783847337386,C1QTNF12
LOC388659,284611,1.603562249966413,EEIG2
LOC388960,388960,1.238836528604161,C2orf78
LOC389118,389118,1.9789615550413493,CDHR4
LOC389541,389541,1.3963675808487754,LAMTOR4
LOC389816,389816,1.6635475262358086,LRRC26
LOC389941,389941,1.2914386937612385,C1QL3
LOC390226,390226,1.9581026910927666,GUCY2EP
LOC392509,392509,1.2616004015920996,ARL13A
LOC414059,414059,1.3706641846782623,TBC1D3B
LOC441054,441054,1.6792791032694527,CFAP96
LOC441956,441956,1.7225699783179362,441956
LOC51054,51054,1.6517351803365046,PLEKHA8P1
LOC51149,51149,1.543659060890753,MRNIP
LOC51249,51249,1.8490965242518151,TMEM69
LOC51337,51337,1.3698968324639789,THEM6
LOC57146,57146,1.5569269248552553,LDAF1
LOC641522,641522,1.3422506629957223,ARL17B
LOC643905,643905,1.957958477955098,PRR21
LOC653121,653121,1.8031242286920528,ZBTB8A
LOC653659,653659,1.1532588270309854,TMEM183BP
LOC90806,90806,1.2827251678667253,ANGEL2
LOC91181,91181,1.379126333527052,NUP210L
LOC93109,93109,1.236212593097524,TMEM44
LPPR2,64748,1.1070807016378892,PLPPR2
LRP1,4035,1.35687465547245,LRP1
LRP16,28992,1.3433681782545714,MACROD1
LRP2BP,353322,1.2482588332772169,ANKRD37
LRRC14,9684,1.6145787848029174,LRRC14
LRRC15,131578,1.4464092716843415,LRRC15
LRRN5,10446,1.4690081935387662,LRRN2
LUC7A,51747,1.507629247207603,LUC7L3
LY64,4064,1.4292594212003458,CD180
LY6D,8581,1.2795434197774775,LY6D
LYAR,55646,1.4009217665124378,LYAR
LYPD2,137797,1.3123082665752905,LYPD2
LYRIC,92140,1.1960230178204034,MTDH
MAB21L2,10586,1.3918605245775901,MAB21L2
MAG,4099,1.4584515081386242,MAG
MAGEA5,4104,1.4073434500536153,MAGEA5P
MAGEB3,4114,1.142649741571672,MAGEB3
MAGEB4,4115,1.5829207948103226,MAGEB4
MAGEC1,9947,1.8564994759494589,MAGEC1
MAK,4117,1.4250504514951694,MAK
MAN1A2,10905,2.263966543100093,MAN1A2
MAP1B,4131,1.1093085071708177,MAP1B
MAP2K3,5606,1.2411654405574013,MAP2K3
MAPK14,1432,1.1541118782193776,MAPK14
MAPK8IP2,23542,2.2401408552701243,MAPK8IP2
MBD3,53615,1.193637529872926,MBD3
MBD5,55777,1.3795209546736793,MBD5
MBNL3,55796,1.574113527963294,MBNL3
MCCC1,56922,1.1539735256096266,MCCC1
MECP2,4204,2.053477692941095,MECP2
MFI2,4241,1.5127937496718897,MELTF
MGAT1,4245,1.5899873940540308,MGAT1
MGC10992,92922,1.1307593923509232,CCDC102A
MGC11061,84272,1.4929818027601212,YIPF4
MGC11257,84310,1.4451317805770025,C7orf50
MGC13114,84326,1.2196847568033924,METTL26
MGC14839,91894,1.4193393922114497,C11orf52
MGC15407,112942,1.0962123169023912,CFAP36
MGC16372,92749,1.3497183314630168,DRC1
MGC17624,404550,1.7454736534844026,C16orf74
MGC20398,91603,1.2779538148176264,ZNF830
MGC22679,151230,1.751874371421399,KLHL23
MGC24132,131965,1.2498970618686938,METTL6
MGC2803,79002,1.2056282388697763,TRIR
MGC2963,83460,1.6645395406587453,EMC6
MGC32124,124936,1.2368708930499095,CYB5D2
MGC33887,201134,1.3333783820708311,CEP112
MGC34732,220047,1.9519154796537577,CCDC83
MGC35206,339669,1.191308933009927,CIMIP4
MGC39518,285172,1.588422356482335,HYCC2
MGC40214,137682,1.8989954203833181,NDUFAF6
MGC41945,138724,1.576674650285693,SPATA31G1
MGC42718,147719,1.46262226836132,LYPD4
MGC48595,399671,1.1452771624158484,HEATR4
MGC48628,401145,2.1592747713885547,CCSER1
MGC50372,253143,1.4057914751346767,PRR14L
MGC50844,340348,1.172037534343718,TSPAN33
MGC5306,79101,1.686150214809448,TAF1D
MGC5352,192111,1.4323565997498715,PGAM5
MGC5391,84826,2.2550913425612955,SFT2D3
MGC5987,145553,1.3718538852244708,MDP1
MGC71999,342538,1.3110746499005486,NACA2
MLANA,2315,1.7557317112986284,MLANA
MMAB,326625,1.22084026181216,MMAB
MMD,23531,1.2617749765403246,MMD
MMP10,4319,1.7670400662700323,MMP10
MPZL1,9019,1.4226012100842744,MPZL1
MRPL10,124995,2.069399661180719,MRPL10
MRPL20,55052,1.2600162870081157,MRPL20
MRPL21,219927,1.652198733896517,MRPL21
MRPL30,51263,1.5131549986904451,MRPL30
MRPS16,51021,1.734502325190953,MRPS16
MSI2,124540,1.179276449890965,MSI2
MSLN,10232,2.9237401758148502,MSLN
MSN,4478,1.314858491633278,MSN
MSX1,4487,1.5098101291106962,MSX1
MTB,54892,1.6818534700054233,NCAPG2
MTFMT,123263,1.393387586257592,MTFMT
MTRF1,9617,1.942329276121518,MTRF1
MUC4,4585,1.7788142726074665,MUC4
MVP,9961,1.2879563312306213,MVP
MYH1,4619,1.9602234718389433,MYH1
MYH4,4622,1.3975323993494366,MYH4
MYL3,4634,1.1937173015739284,MYL3
MYO5A,4644,2.0554399528356666,MYO5A
NAGPA,51172,1.4598340216133625,NAGPA
NALP1,22861,1.1314893492238682,NLRP1
NAP1L1,4673,1.9697589192463467,NAP1L1
NAPB,63908,1.158382537368369,NAPB
NAT6,24142,1.1249706109783064,NAA80
NAT8,9027,1.2439540136319946,NAT8
NBL1,4681,1.2413440311395845,NBL1
NCOA1,8648,1.3500995425614677,NCOA1
NDEL1,81565,1.3417328134038013,NDEL1
NDP52,10241,1.6596758260901283,CALCOCO2
NEDD1,121441,1.1526509477830225,NEDD1
NEDD9,4739,1.7683350806359077,NEDD9
NEO1,4756,1.1841156815805656,NEO1
NESG1,25790,1.1175736464027046,CFAP45
NET-7,23555,1.303064004830047,TSPAN15
NEUROD2,4761,1.2521645759185605,NEUROD2
NEUROG3,50674,1.2691149598308742,NEUROG3
NEXN,91624,1.3337064603004725,NEXN
NFASC,23114,1.1455583363189576,NFASC
NFRKB,4798,1.2064498751067363,NFRKB
NIFIE14,10430,1.2702503249190005,TMEM147
NIPSNAP3B,55335,1.228964695903923,NIPSNAP3B
NMBR,4829,1.3743034342251659,NMBR
NOTCH2NL,388677,1.137208383901684,NOTCH2NLA
NRF1,4899,1.5222749916661475,NRF1
NS,26354,1.30279820019979,GNL3
NYD-SP28,85478,1.4016040067250772,CCDC65
OBP2A,29991,1.4868526282096406,OBP2A
OCSP,83882,1.7593072062569979,TSPAN10
ODF2,4957,1.1672199076965886,ODF2
OFD1,8481,1.1044480294643524,OFD1
OLFML2A,169611,1.9913352961413424,OLFML2A
OLR1,4973,1.165506787530971,OLR1
OPCML,4978,1.4753907602021314,OPCML
OPTC,26254,1.4045885229160697,OPTC
OR10A7,121364,1.4882066868187638,OR10A7
OR10K2,391107,1.5996045769375606,OR10K2
OR12D3,81797,1.2049582603763669,OR12D3
OR1D5,8386,1.553942933847567,OR1D5
OR1K1,392392,1.3841460454635786,OR1K1
OR1L1,26737,1.1938136438994134,OR1L1
OR2D3,120775,1.153367035903823,OR2D3
OR2S2,56656,1.1268580346583423,OR2S2
OR2T11,127077,1.55640553257377,OR2T11
OR2T12,127064,1.22456615374875,OR2T12
OR2W1,26692,1.4118364056320154,OR2W1
OR4D2,124538,1.266320748031421,OR4D2
OR4K15,81127,1.1571152810831697,OR4K15
OR4K2,390431,1.140307985596553,OR4K2
OR4P4,81300,1.5426955734843402,OR4P4
OR51A4,401666,1.7196369653454497,OR51A4
OR51A7,119687,1.5974194395787982,OR51A7
OR52B2,255725,1.4181869354805339,OR52B2
OR52B4,143496,1.1349708202195727,OR52B4
OR52B6,340980,1.1422187179875416,OR52B6
OR52I2,143502,1.5174079271667653,OR52I2
OR52K2,119774,1.162804461239587,OR52K2
OR5L1,219437,1.2004851448185927,OR5L1
OR6A2,8590,1.2473137064481055,OR6A2
OR6C1,390321,1.5702970923204753,OR6C1
OR7A17,26333,1.594261253762482,OR7A17
OR7A5,26659,1.0952836848306895,OR7A5
OR8U8,504189,1.125692116373183,OR8U8
OSBP,5007,1.3589571261380022,OSBP
OSCAR,126014,1.9095140328820253,OSCAR
OSTBETA,123264,1.1146845209202763,SLC51B
OTC,5009,2.0448130438726944,OTC
OTOP1,133060,1.11803007350863,OTOP1
P5326,83638,1.1567465485161348,C11orf68
P8,26471,1.125514672192409,NUPR1
PABPN1,8106,2.12809525403326,PABPN1
PADI6,353238,1.5167586729058251,PADI6
PAK1IP1,55003,1.1194680559010672,PAK1IP1
PAK2,5062,1.5483052094492429,PAK2
PANK1,53354,1.6754009156881529,PANK1
PBP,5037,1.1583313448540142,PEBP1
PC326,55827,1.5031506468816183,DCAF6
PCDH1,5097,1.4352924855842673,PCDH1
PCDHA6,56142,1.149410926246345,PCDHA6
PCDHA9,9752,1.566239365739565,PCDHA9
PCDHB1,29930,1.1053780541444875,PCDHB1
PCDHB14,56122,2.1219004400928876,PCDHB14
PCDHB4,56131,1.73876447426953,PCDHB4
PCDHGA12,26025,1.8561807624786866,PCDHGA12
PCLKC,54825,1.3096224966546126,CDHR2
PCSK1N,27344,1.6020435294731676,PCSK1N
PDAP1,11333,1.623396557963643,PDAP1
PDE2A,5138,1.1487511707740485,PDE2A
PDE6D,5147,1.6620678007969278,PDE6D
PDE9A,5152,2.0752506492955813,PDE9A
PDGFRA,5156,1.7663675470969797,PDGFRA
PDZK1IP1,10158,1.253764547744944,PDZK1IP1
PDZRN4,29951,1.4382174682918927,PDZRN4
PELO,53918,1.340402048642691,PELO
PER1,5187,1.4439899140634154,PER1
PEX16,9409,1.4134888015466927,PEX16
PF4V1,5197,1.0950190601419354,PF4V1
PGLYRP3,114771,1.2084666951371965,PGLYRP3
PHEX,5251,1.2582861153843876,PHEX
PIGT,51604,1.3109655690684927,PIGT
PIK3C2A,5286,1.469068803146837,PIK3C2A
PIK3C3,5289,1.9774254697219864,PIK3C3
PIK3R3,8503,1.4249039378217567,PIK3R3
PIP5KL1,138429,1.321291168630633,PIP5KL1
PIPPIN,27254,1.1724078784324437,CSDC2
PKD1L2,114780,1.097940507738214,PKD1L2
PKNOX2,63876,1.1175317876448323,PKNOX2
PLEK,5341,1.320607251092563,PLEK
PLK4,10733,1.1415122829175999,PLK4
PLOD3,8985,1.4180432361140247,PLOD3
PLS1,5357,1.265899263521939,PLS1
PMCH,5367,1.1407759154832853,PMCH
PNUTL1,5413,1.1598736952251532,SEPTIN5
POLD4,57804,1.614374330712924,POLD4
POLH,5429,2.0045444355342683,POLH
POLR2C,5432,1.4913233888255417,POLR2C
POLR3D,661,1.1115344837928463,POLR3D
POU2AF1,5450,1.8010153835181142,POU2AF1
PPIF,10105,1.3006465945312113,PPIF
PPP1R12A,4659,1.2653231613575167,PPP1R12A
PPP2R2A,5520,1.4019966769534329,PPP2R2A
PPT2,9374,1.2710987307870718,PPT2
PRDM11,56981,1.8949033603945646,PRDM11
PRDM4,11108,1.3472281123399927,PRDM4
PRDX6,9588,1.5165545822132929,PRDX6
PRG4,10216,1.341840268237453,PRG4
PRKCI,5584,1.2555526377078678,PRKCI
PROSC,11212,1.541800884539575,PLPBP
PROX1,5629,1.5235513566906105,PROX1
PRRG2,5639,1.2627373644954727,PRRG2
PRX,57716,1.1712268881213905,PRX
PSG11,5680,1.1099031129663774,PSG11
PSG3,5671,2.256097918882338,PSG3
PSMC2,5701,1.4952513051915175,PSMC2
PSMD6,9861,2.0723005626840774,PSMD6
PSMF1,9491,1.3882410363499638,PSMF1
PSORS1C1,170679,1.1200934990786955,PSORS1C1
PTDSS2,81490,1.3883480751072277,PTDSS2
PTGFRN,5738,1.3229159241240178,PTGFRN
PTMS,5763,1.3190674421098212,PTMS
PTPN7,5778,1.552685418010583,PTPN7
PTPNS1,140885,1.165752937760172,SIRPA
PTPRD,5789,1.2082760892304445,PTPRD
PTPRF,5792,1.3620299677681766,PTPRF
PWDMP,57728,1.813609188800763,WDR19
PWP2H,5822,1.218332557054434,PWP2
PYY,5697,1.839205799745622,PYY
QKI,9444,1.6957200734121334,QKI
RAB40C,57799,1.804377300066964,RAB40C
RAB9A,9367,1.1427952129018393,RAB9A
RAB9P40,10244,1.2189413972527103,RABEPK
RAD54B,25788,1.5713807476123816,RAD54B
RALBP1,10928,1.9110059382912679,RALBP1
RAMP1,10267,1.182200765802448,RAMP1
RANBP3,8498,1.0988902252004669,RANBP3
RAPGEFL1,51195,1.2341298687417523,RAPGEFL1
RASIP1,54922,1.3653058289623299,RASIP1
RASSF5,83593,1.8705983954342655,RASSF5
RBAF600,23352,1.115231155403885,UBR4
RBM22,55696,1.1775633048680272,RBM22
RBMY1B,378948,1.1232030522966963,RBMY1B
RBMY1E,378950,1.2728850761679924,RBMY1E
RBPMS2,348093,1.4255416097203943,RBPMS2
RCE1,9986,1.1515412388878628,RCE1
RCL1,10171,1.184638121993264,RCL1
RERG,85004,1.5409084384164378,RERG
RGL1,23179,1.2448155007417954,RGL1
RGR,266747,1.1120188229996573,RGL4
RHBDF1,64285,1.1461688331030286,RHBDF1
RHOBTB2,23221,1.8967984851463577,RHOBTB2
RHOBTB3,22836,1.3159251768972866,RHOBTB3
RHPN2,85415,1.358525603333185,RHPN2
RIF1,55791,1.603528092859367,LRIF1
RIRF9S1,10921,1.4592666747420022,RNPS1
RKHD1,399664,1.2214722676116008,MEX3D
RNASE13,440163,1.3662283569853415,RNASE13
RNF135,84282,1.4027003478618187,RNF135
RNF215,200312,1.5347584569467552,RNF215
RP13-15M17.2,199953,1.116452928197775,TMEM201
RP3-402H5.2,442213,2.092970098607094,PTCHD4
RPL13A,23521,1.8960635222968265,RPL13A
RPL7A,6130,1.8100230973861047,RPL7A
RPS4X,6191,1.1782412856248912,RPS4X
RPS6KA1,6195,1.4003483573722892,RPS6KA1
RRAGB,10325,1.6457676170110813,RRAGB
RTP2,344892,1.5363815852563187,RTP2
RY1,11017,1.2473693252319675,SNRNP27
S100A10,6281,1.5664118222747954,S100A10
S100A9,6280,1.36698748361246,S100A9
SAFB2,9667,1.2934189923423585,SAFB2
SARA1,56681,1.7503737010045186,SAR1A
SBDS,51119,1.3000429772173439,SBDS
SCAMP2,10066,1.2139207341395886,SCAMP2
SCFD1,23256,1.3982743514618863,SCFD1
SCOC,60592,1.1096552044961188,SCOC
SCRN2,90507,1.411063966183113,SCRN2
SCXA,100129885,1.6847082155633564,SCX
SDCCAG10,10283,1.148642201596401,CWC27
SDPR,8436,1.2164770465498702,CAVIN2
SDR-O,121214,1.531087210908224,SDR9C7
SEC22L3,9117,1.4555422487642655,SEC22C
SEC24B,10427,1.126247237502167,SEC24B
SECP43,54952,1.2048571751907469,TRNAU1AP
SELL,6402,1.6799545974425851,SELL
SELP,6403,1.3997388443190533,SELP
SEMA3F,6405,1.534598520052301,SEMA3F
SEPTIN6,23157,1.275196678224602,SEPTIN6
SERPING1,710,1.9969751269836689,SERPING1
SET7,80854,1.0954020152528832,SETD7
SFMBT1,51460,1.3951752852971782,SFMBT1
SFRS11,9295,1.342903290756077,SRSF11
SFRS2IP,9169,1.4906239325097426,SCAF11
SFTPC,6440,1.3298110737857929,SFTPC
SH2D3C,10044,1.0974808723496365,SH2D3C
SH3GL1,6455,2.105077707945473,SH3GL1
SHANK3,85358,1.3885041901019544,SHANK3
SHC3,53358,1.6148724765091067,SHC3
SIAT7D,27090,1.1981020765085146,ST6GALNAC4
SIGLEC8,27181,1.2492338360082322,SIGLEC8
SIM2,6493,1.457969056674532,SIM2
SIRT2,22933,1.6439209441559064,SIRT2
SKB1,10419,1.1022620867819986,PRMT5
SLA/LP,51091,1.911336131505538,SEPSECS
SLAC2-B,23086,1.593275431775176,EXPH5
SLBP,7884,1.1067078978329377,SLBP
SLC10A6,345274,1.163366238673952,SLC10A6
SLC22A13,9390,1.2267938392064734,SLC22A13
SLC25A17,10478,1.4132306312370937,SLC25A17
SLC25A21,89874,1.2109332959989147,SLC25A21
SLC2A12,154091,1.2639916480093656,SLC2A12
SLC2A4RG,56731,1.217186491915447,SLC2A4RG
SLC30A9,10463,1.5376375248800789,SLC30A9
SLC32A1,140679,1.3283925749620122,SLC32A1
SLC35B2,347734,1.6589060634368207,SLC35B2
SLC35D2,11046,1.3187812637039469,SLC35D2
SLC35E3,55508,1.2844799620008036,SLC35E3
SLC5A3,6526,1.2428288205588485,SLC5A3
SLC7A13,157724,1.1861166117876516,SLC7A13
SLIC1,124460,1.3920389346293414,SNX20
SMAD6,4091,1.1381533307783789,SMAD6
SMTN,6525,1.222721728425094,SMTN
SNURF,8926,1.3083975599855409,SNURF
SNX17,9784,1.5565144732473863,SNX17
SNX25,83891,1.52155479740922,SNX25
SOD1,6647,1.4453333183490824,SOD1
SOX13,9580,1.2030104710713256,SOX13
SPA17,53340,2.145747855053215,SPA17
SPAG11A,653423,1.2317458573858433,SPAG11A
SPATC1,375686,1.1067052624993599,SPATC1
SPRN,92170,1.2846631472323262,MTG1
SPRR2B,6701,1.2175116838320932,SPRR2B
SPRR4,163778,1.245695369731467,SPRR4
ST3GAL3,6487,1.9705222603967822,ST3GAL3
STAT2,6773,1.837156228099991,STAT2
STATH,6779,1.1109662515174297,STATH
STX12,23673,1.218370308270937,STX12
SUMF2,25870,1.5557396366274348,SUMF2
SUPT3H,8464,1.5050169458771534,SUPT3H
SYIRF9O2,171024,1.1221135283251278,SYNPO2
SYNCOILIN,81493,1.2840233064880655,SYNC
SYT11,23208,1.7392971421347339,SYT11
SYT15,83849,1.6139385390549355,SYT15
TA-KRP,84541,1.8097271456484796,KBTBD8
TACC3,10460,1.4196082378289185,TACC3
TACSTD1,4072,1.3149237405667327,EPCAM
TADA3L,10474,1.0986755535973278,TADA3
TARP,445347,1.2345082559712497,TARP
TAS2R16,50833,1.7143241830997789,TAS2R16
TAS2R9,50835,1.169100232377116,TAS2R9
TBK1,29110,1.6906771283977533,TBK1
TBX20,57057,1.4137834422552107,TBX20
TBX21,30009,1.2880244224861088,TBX21
TCFL4,6945,1.0966785443566873,MLX
TCL6,27004,1.3511893931321945,TCL6
TD1,100038246,1.2525023671571538,TLX1NB
TDRD9,122402,1.1822739763373347,TDRD9
TFCP2L3,79977,1.2527130461159655,GRHL2
TFPT,29844,1.3011272822209246,TFPT
TH1L,51497,1.2918647458606944,NELFCD
THRAP2,23389,1.1491617900180633,MED13L
TIF1,8805,1.459981891330671,TRIM24
TIMP4,7079,1.1561486754291566,TIMP4
TM9SF1,10548,1.1075749271757458,TM9SF1
TMEM15,22845,1.4851042828006564,DOLK
TMEM17,200728,1.6054523879058444,TMEM17
TMEM24,9854,1.48183174783175,C2CD2L
TMEM27,57393,1.669179726754197,CLTRN
TMEM30B,161291,2.092291497355967,TMEM30B
TMEM33,55161,1.577756484610384,TMEM33
TMEM35,59353,1.455742352005754,TMEM35A
TMEM4,10330,1.1645439689720156,CNPY2
TMPRSS3,64699,1.4593281095592865,TMPRSS3
TNKS1BP1,85456,1.3686910270959274,TNKS1BP1
TNT,162083,1.9536506590523575,C16orf82
TOB1,10140,1.7308138902731918,TOB1
TOMM34,10953,1.3952167312131953,TOMM34
TOMM70A,9868,1.2824342996560572,TOMM70
TORC3,64784,1.8270566320088821,CRTC3
TRHR,7201,1.1104055269960706,TRHR
TRIM73,375593,1.515252503591059,TRIM73
TRIP11,9321,1.3780491629333214,TRIP11
TSPAN5,10098,1.1540612187535872,TSPAN5
TTC5,91875,2.573084988209562,TTC5
TXNDC12,51060,2.2507929213986797,TXNDC12
TXNDC6,347736,1.2083712485625595,NME9
U1SNRIRF9BP,11066,1.4233601200907426,SNRNP35
UBAP2,55833,1.3007526811565575,UBAP2
UBE2J1,51465,1.6593251944646394,UBE2J1
UBE2O,63893,1.1244959965326837,UBE2O
UBTD1,80019,1.104849413831035,UBTD1
UCN,7349,1.43506863324206,UCN
UGP2,7360,1.3006067697339603,UGP2
UMP-CMPK,51727,1.3356822589112156,CMPK1
UNQ2446,123904,1.126154432411055,NRN1L
UNQ5782,387837,1.5914898415992509,CLEC12B
UNQ9391,203074,1.501173110588289,PRSS55
UPF3B,65109,1.2584730242670517,UPF3B
USH1G,124590,1.192067591228898,USH1G
USP44,84101,1.244801630115151,USP44
UTP14A,10813,1.2753467490361374,UTP14A
VCX2,51480,2.1034469050983122,VCX2
VG5Q,55109,1.618565095050328,AGGF1
VIPR1,7433,1.373017766057955,VIPR1
VPS54,51542,1.9473141294126002,VPS54
VTI1B,10490,1.2082939946170752,VTI1B
WASPIP,7456,1.2339375749229424,WIPF1
WBSCR28,135886,1.2067635918219008,TMEM270
WDFY4,57705,1.2157752788450744,WDFY4
WDR44,54521,1.5089834300008307,WDR44
WFIKKNRP,124857,1.2745346971542453,WFIKKN2
WIF1,11197,1.26966396256134,WIF1
WINS1,55180,1.358405880633945,LINS1
WNK4,65266,1.4090635136791985,WNK4
WNT16,51384,1.1452016444671584,WNT16
WNT2,7472,1.425206241891576,WNT2
WNT5B,81029,1.5899096381859026,WNT5B
XAB2,56949,1.4703770399603175,XAB2
XCR1,2829,1.6672058477974616,XCR1
YARS,8565,1.2708828501594107,YARS1
YWHAZ,7534,1.1175440380568815,YWHAZ
ZBED3,84327,1.9615407637917612,ZBED3
ZBED4,9889,1.6013515562425849,ZBED4
ZBTB3,79842,1.3285865647935724,ZBTB3
ZFHX1B,9839,1.2014698888289232,ZEB2
ZFYVE9,9372,1.3843803796037373,ZFYVE9
ZMYND15,84225,1.3021497505149933,ZMYND15
ZNF193,7746,1.680724548715283,ZSCAN9
ZNF206,84891,1.4981690936101046,ZSCAN10
ZNF212,7988,2.2356434412932407,ZNF212
ZNF226,7769,1.3628889709779726,ZNF226
ZNF235,9310,1.199703141352627,ZNF235
ZNF306,80317,1.6525089460719067,ZKSCAN3
ZNF354C,30832,1.2228725976478267,ZNF354C
ZNF435,80345,1.882437997957223,ZSCAN16
ZNF490,57474,1.3241013585665953,ZNF490
ZNF491,126069,1.116831762631285,ZNF491
ZNF510,22869,1.3235270396569927,ZNF510
ZNF512,84450,1.4140017766919533,ZNF512
ZNF529,57711,1.9491229833519101,ZNF529
ZNF560,147741,1.371358274338688,ZNF560
ZNF565,147929,1.2797543071130313,ZNF565
ZNF567,163081,1.6997517908826325,ZNF567
ZNF608,57507,1.2228052454263982,ZNF608
ZNF704,619279,1.3563304107499907,ZNF704
ZNF708,7562,1.527763840486669,ZNF708
ZNRF3,84133,1.3630278919480525,ZNRF3
ZSIG11,51368,1.4367583360630705,TEX264
ZWILCH,55055,1.4069352061947034,ZWILCH
